CPU Usage (%)
0.74
0.79
0.77
0.72
0.73
0.78
0.77
0.78
0.75
0.76
0.78
0.77
0.78
0.76
0.75
0.75
0.77
0.76
0.73
0.79
0.77
0.76
0.78
0.75
0.78
1.54
0.76
0.74
0.76
0.77
0.74
0.73
0.78
0.74
0.74
0.76
0.74
0.76
0.78
1.04
0.76
0.73
0.73
0.75
0.76
0.75
0.75
0.75
0.96
0.76
0.76
0.77
0.77
0.74
0.79
0.77
0.73
0.77
0.78
0.78
0.73
1.01
0.76
0.76
1.13
1.06
0.78
0.74
0.76
0.73
0.76
0.78
0.78
0.78
0.66
0.76
0.72
0.75
0.76
0.77
0.76
0.76
0.75
0.77
0.76
1.11
0.79
0.73
0.77
0.78
1.52
0.76
0.77
0.76
0.79
0.77
0.73
0.76
0.78
0.76
0.8
0.76
0.77
0.76
0.76
0.8
0.76
0.75
0.76
0.97
0.77
0.75
0.76
0.75
0.78
0.74
1.57
0.73
0.76
0.77
0.78
0.78
0.76
0.76
0.76
0.76
0.75
0.77
0.75
1.47
0.76
0.77
0.74
0.93
0.78
0.74
0.79
0.79
0.74
0.74
0.75
0.73
1.24
0.76
0.79
0.87
0.55
0.74
0.78
0.78
0.75
0.74
0.74
0.76
0.77
0.78
0.76
1.17
0.81
0.76
0.76
1.5
0.75
0.77
0.81
0.76
0.73
0.78
0.78
0.74
0.78
0.77
0.74
0.75
1.45
0.75
0.73
0.82
0.73
0.78
0.75
0.76
0.74
0.75
0.8
0.77
0.76
0.75
0.76
0.76
0.82
0.78
0.74
0.78
0.74
0.79
0.78
0.81
0.76
0.75
1.46
0.73
0.78
0.77
0.73
0.8
0.77
0.75
0.77
0.77
0.79
0.79
0.79
1.54
0.77
0.78
0.75
0.76
0.74
0.74
0.79
0.79
0.73
0.73
0.78
0.76
0.76
0.77
0.76
0.74
1.01
1.13
0.76
1.49
0.79
0.77
0.78
0.47
0.78
0.75
0.75
0.78
0.77
0.76
0.75
0.77
0.76
0.77
0.74
0.75
0.76
0.77
0.76
0.75
0.76
0.78
0.77
0.76
0.76
0.76
0.74
0.8
0.8
0.77
0.76
1.51
0.76
0.77
0.76
0.78
0.79
0.77
0.76
0.77
0.76
0.79
0.74
0.77
1.51
0.75
0.75
0.77
0.79
0.74
0.73
0.79
0.76
0.76
1.07
0.82
0.76
0.8
0.79
0.74
0.78
0.77
0.76
0.75
0.79
0.77
0.76
0.77
0.79
0.73
0.78
0.75
0.78
0.77
0.76
0.74
0.75
0.76
0.78
0.77
1.0
0.76
0.96
0.76
0.74
0.76
0.79
0.76
0.75
0.75
0.76
0.77
0.74
0.85
0.74
0.79
0.78
0.76
0.76
0.75
0.79
0.75
0.79
0.79
0.76
0.75
0.98
0.77
0.82
1.51
0.79
0.76
0.6
0.76
0.78
0.76
0.77
0.75
0.76
1.13
0.75
0.77
0.76
0.76
0.78
0.94
0.74
0.78
0.76
0.78
0.77
0.75
0.76
0.75
0.78
1.17
0.76
0.76
0.82
0.74
0.78
0.78
0.74
0.73
0.75
0.73
0.76
0.79
0.76
0.78
0.77
0.79
0.76
0.76
0.76
0.74
0.76
0.78
0.76
0.74
0.76
0.75
0.74
0.76
0.92
0.76
0.76
0.78
0.82
0.79
0.75
0.75
0.78
0.77
0.73
0.76
0.79
0.77
0.74
0.77
0.79
0.78
0.73
0.77
0.74
0.79
0.75
0.78
0.81
0.76
0.87
0.76
0.75
0.75
0.76
0.79
0.75
0.37
0.76
0.77
0.78
0.77
0.58
0.76
